Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,160.77000427246094,161.3800048828125,157.1300048828125,160.3800048828125,149.84332275390625,7243400
2021-01-05,159.44000244140625,162.0800018310547,159.1199951171875,160.9199981689453,150.3478240966797,3911900
2021-01-06,158.3699951171875,165.14999389648438,158.0,163.07000732421875,152.3565673828125,4937000
2021-01-07,163.4499969482422,164.83999633789062,162.7899932861328,163.7100067138672,152.9545135498047,4144100
2021-01-08,163.74000549316406,166.25,163.0399932861328,165.0500030517578,154.2064666748047,4971200
2021-01-11,164.91000366210938,167.39999389648438,164.3000030517578,166.32000732421875,155.39308166503906,3005200
2021-01-12,166.2899932861328,170.24000549316406,165.16000366210938,168.99000549316406,157.88766479492188,4036900
2021-01-13,170.1300048828125,171.69000244140625,169.22000122070312,169.8300018310547,158.67247009277344,3291800
2021-01-14,170.35000610351562,172.5800018310547,169.97000122070312,170.38999938964844,159.1956787109375,4090900
2021-01-15,168.49000549316406,172.00999450683594,168.0,171.33999633789062,160.083251953125,3727200
2021-01-19,172.89999389648438,173.80999755859375,170.63999938964844,170.75999450683594,160.1020050048828,4683100
2021-01-20,171.24000549316406,174.0500030517578,169.64999389648438,172.38999938964844,161.63027954101562,3899800
2021-01-21,173.58999633789062,175.07000732421875,172.25999450683594,172.33999633789062,161.58340454101562,5322600
2021-01-22,171.88999938964844,174.1199951171875,171.02999877929688,172.39999389648438,161.63966369628906,3612300
2021-01-25,172.91000366210938,175.14999389648438,171.44000244140625,174.10000610351562,163.23358154296875,4764100
2021-01-26,174.2899932861328,174.89999389648438,173.0,173.6999969482422,162.85853576660156,2496200
2021-01-27,171.0399932861328,171.86000061035156,167.0399932861328,167.7100067138672,157.2423858642578,4762700
2021-01-28,168.88999938964844,173.72999572753906,167.75999450683594,172.33999633789062,161.58340454101562,3816600
2021-01-29,171.5500030517578,171.8000030517578,166.5,166.85000610351562,156.4360809326172,4400500
2021-02-01,167.1199951171875,168.19000244140625,162.13999938964844,163.3699951171875,153.1732635498047,3898500
2021-02-02,163.8800048828125,167.7899932861328,163.44000244140625,166.66000366210938,156.2579345703125,3181900
2021-02-03,166.25999450683594,170.22000122070312,166.11000061035156,169.8800048828125,159.27694702148438,2996500
2021-02-04,170.52999877929688,173.13999938964844,169.80999755859375,173.02999877929688,162.23031616210938,2679800
2021-02-05,174.67999267578125,175.1999969482422,173.19000244140625,175.02999877929688,164.10549926757812,2562700
2021-02-08,175.97999572753906,179.2100067138672,175.50999450683594,179.1699981689453,167.9871063232422,3421800
2021-02-09,178.8300018310547,179.4600067138672,177.3800048828125,177.77999877929688,166.6838836669922,2723800
2021-02-10,179.0,179.0,175.13999938964844,177.24000549316406,166.17755126953125,2837900
2021-02-11,176.99000549316406,177.63999938964844,174.8800048828125,175.72999572753906,164.76182556152344,2783900
2021-02-12,175.77000427246094,177.6699981689453,175.41000366210938,177.16000366210938,166.1025848388672,2035500
2021-02-16,176.27000427246094,177.3000030517578,173.92999267578125,174.05999755859375,163.196044921875,2947700
2021-02-17,173.85000610351562,177.47000122070312,173.5,177.1300048828125,166.07444763183594,2244100
2021-02-18,175.9600067138672,178.0500030517578,175.35000610351562,177.16000366210938,166.1025848388672,2758700
2021-02-19,177.50999450683594,179.10000610351562,176.77999877929688,177.5399932861328,166.45883178710938,2842000
